hs_contact_id,user_id,email,first_name,last_name,country,lifecycle_stage,lead_source,plan,created_date,last_activity_date,industry,company_size,subscribed_to_marketing
hs_c_194e522198,usr_03783,mason.adams41@works.io,Mason,Adams,United States,lead,Paid Social,free,2025-02-22,2025-03-20,E-commerce,1-10,False
hs_c_b8d32e9600,usr_03784,mary.roberts61@works.io,Mary,Roberts,France,customer,Paid Search,pro,2025-02-22,2025-03-06,SaaS,51-200,False
hs_c_a646f23b55,usr_03785,lily.reyes21@company.io,Lily,Reyes,United States,lead,Paid Search,free,2025-02-22,2025-02-24,Education,51-200,False
hs_c_e7875f3c1f,usr_03786,aiden.white32@techcorp.com,Aiden,White,United States,lead,Paid Search,free,2025-02-22,2025-03-11,Education,51-200,True
hs_c_8e9975c1cd,usr_03787,brian.wright4@startup.ai,Brian,Wright,United Kingdom,lead,Referral,free,2025-02-22,2025-04-05,Finance,11-50,True
hs_c_aaee6ec58a,usr_03788,john.green23@digital.com,John,Green,United States,customer,Paid Search,pro,2025-02-22,2025-03-07,Legal,11-50,True
hs_c_4915c4d84e,usr_03790,elizabeth.reyes6@digital.com,Elizabeth,Reyes,United States,customer,Referral,pro,2025-02-22,2025-04-19,Media,11-50,False
hs_c_21b866de68,usr_03791,aaron.kumar41@digital.com,Aaron,Kumar,United States,customer,Paid Search,pro,2025-02-22,2025-04-13,Finance,51-200,True
hs_c_b76a18b7ba,usr_03793,mason.wilson45@works.io,Mason,Wilson,United States,lead,Referral,free,2025-02-23,2025-03-17,Marketing,11-50,False
hs_c_745dcae705,usr_03794,abigail.wilson44@techcorp.com,Abigail,Wilson,United States,customer,Referral,pro,2025-02-23,2025-03-19,SaaS,51-200,True
hs_c_bdf0481e4e,usr_03795,aiden.miller44@company.io,Aiden,Miller,United States,lead,Organic Search,free,2025-02-23,2025-04-13,E-commerce,1-10,False
hs_c_c890e9f2ef,usr_03796,barbara.roberts29@company.io,Barbara,Roberts,Australia,lead,Organic Search,free,2025-02-23,2025-04-11,Media,51-200,False
hs_c_91fede913d,usr_03799,noah.thomas20@techcorp.com,Noah,Thomas,Italy,lead,Organic Search,free,2025-02-23,2025-03-06,Legal,11-50,True
hs_c_0b5f2ee82f,usr_03801,lucas.harris92@works.io,Lucas,Harris,Germany,customer,Organic Search,pro,2025-02-23,2025-02-28,Healthcare,11-50,True
hs_c_0f4e723caf,usr_03802,karen.wright81@techcorp.com,Karen,Wright,United States,lead,Paid Search,free,2025-02-24,2025-03-11,Education,1-10,True
hs_c_46cfe3249b,usr_03804,jennifer.patel46@startup.ai,Jennifer,Patel,United States,customer,Paid Social,business,2025-02-24,2025-03-18,Healthcare,51-200,False
hs_c_a699b5fe55,usr_03805,joseph.roberts18@ventures.co,Joseph,Roberts,United States,customer,Referral,pro,2025-02-24,2025-03-28,Media,1-10,True
hs_c_ca7e195915,usr_03806,victoria.miller26@labs.dev,Victoria,Miller,United States,customer,Paid Search,pro,2025-02-25,2025-02-27,E-commerce,11-50,True
hs_c_8e05157bd8,usr_03808,noah.carter33@ventures.co,Noah,Carter,United States,customer,Paid Search,pro,2025-02-25,2025-03-29,Marketing,1-10,True
hs_c_a0ed4bc2eb,usr_03809,justin.carter33@works.io,Justin,Carter,United States,lead,Paid Search,free,2025-02-25,2025-03-16,Legal,1-10,False
hs_c_5b9f98147a,usr_03810,jackson.mitchell2@yahoo.com,Jackson,Mitchell,United States,lead,Paid Search,free,2025-02-25,2025-03-05,Real Estate,51-200,False
hs_c_49dd2db2fb,usr_03811,natalie.brown30@digital.com,Natalie,Brown,United States,lead,Referral,free,2025-02-25,2025-04-20,Marketing,51-200,False
hs_c_1c032d84af,usr_03812,mason.martin80@company.io,Mason,Martin,United States,lead,Paid Search,free,2025-02-25,2025-04-04,Real Estate,11-50,True
hs_c_d1607374f6,usr_03813,robert.carter43@techcorp.com,Robert,Carter,United Kingdom,customer,Paid Social,pro,2025-02-25,2025-04-25,SaaS,51-200,True
hs_c_0b6c2dd223,usr_03815,joseph.miller36@company.io,Joseph,Miller,United States,customer,Referral,pro,2025-02-25,2025-03-27,E-commerce,51-200,False
hs_c_15ca0723b7,usr_03816,aiden.chen65@techcorp.com,Aiden,Chen,United States,customer,Paid Search,pro,2025-02-25,2025-04-03,Healthcare,1-10,True
hs_c_77eecdc28b,usr_03818,chloe.martin47@techcorp.com,Chloe,Martin,United States,lead,Paid Social,free,2025-02-25,2025-04-20,SaaS,51-200,False
hs_c_7101fe3bbf,usr_03820,lucas.green49@labs.dev,Lucas,Green,United States,lead,Paid Search,free,2025-02-26,2025-03-04,Media,1-10,True
hs_c_9f80a74d73,usr_03822,oliver.johnson25@techcorp.com,Oliver,Johnson,United States,customer,Paid Search,business,2025-02-26,2025-03-20,Marketing,51-200,True
hs_c_179936a29c,usr_03823,victoria.jackson56@company.io,Victoria,Jackson,United States,lead,Direct,free,2025-02-26,2025-03-18,Real Estate,11-50,True
hs_c_2a67c37281,usr_03825,lucas.davis3@startup.ai,Lucas,Davis,United States,customer,Referral,pro,2025-02-26,2025-04-13,Education,1-10,False
hs_c_26da658bdc,usr_03827,aaron.mitchell66@yahoo.com,Aaron,Mitchell,United States,customer,Paid Social,pro,2025-02-26,2025-03-22,Marketing,11-50,True
hs_c_8575c8136d,usr_03828,william.flores94@gmail.com,William,Flores,United States,lead,Paid Search,free,2025-02-27,2025-03-27,Legal,11-50,True
hs_c_0036dde217,usr_03829,jessica.flores13@yahoo.com,Jessica,Flores,United States,lead,Paid Search,free,2025-02-27,2025-04-09,Real Estate,51-200,True
hs_c_0d8653dfea,usr_03833,victoria.reyes48@outlook.com,Victoria,Reyes,UAE,customer,Referral,pro,2025-02-27,2025-03-08,E-commerce,1-10,True
hs_c_5cdcf97315,usr_03835,justin.baker64@works.io,Justin,Baker,Germany,customer,Paid Social,business,2025-02-28,2025-03-13,Legal,51-200,True
hs_c_885f96f63e,usr_03838,justin.brown78@gmail.com,Justin,Brown,United States,lead,Organic Search,free,2025-02-28,2025-03-20,E-commerce,11-50,True
hs_c_5c2c4874f0,usr_03839,isabella.roberts81@techcorp.com,Isabella,Roberts,United States,customer,Paid Social,business,2025-02-28,2025-04-19,Marketing,51-200,True
hs_c_5b6b97d367,usr_03840,emily.taylor70@ventures.co,Emily,Taylor,United States,lead,Referral,free,2025-02-28,2025-04-29,Legal,1-10,True
hs_c_9a8e354e7e,usr_03841,robert.martin58@yahoo.com,Robert,Martin,Spain,lead,Paid Search,free,2025-02-28,2025-03-11,Consulting,1-10,True
hs_c_e27402da64,usr_03842,john.king32@company.io,John,King,United States,customer,Paid Social,pro,2025-02-28,2025-03-04,Finance,11-50,True
hs_c_23e402eb00,usr_03843,john.miller20@yahoo.com,John,Miller,France,lead,Paid Search,free,2025-02-28,2025-03-02,SaaS,1-10,False
hs_c_d8f3c0d64f,usr_03844,joseph.wang31@startup.ai,Joseph,Wang,Germany,customer,Paid Search,pro,2025-03-01,2025-04-10,Consulting,1-10,True
hs_c_8ca5909d25,usr_03846,linda.nelson2@ventures.co,Linda,Nelson,United States,customer,Paid Search,pro,2025-03-01,2025-04-30,E-commerce,51-200,True
hs_c_bd6981c131,usr_03847,harper.garcia77@ventures.co,Harper,Garcia,Germany,customer,Referral,business,2025-03-01,2025-03-13,SaaS,11-50,True
hs_c_4a11045282,usr_03848,jackson.nguyen55@labs.dev,Jackson,Nguyen,United States,customer,Paid Social,pro,2025-03-01,2025-04-20,Media,1-10,True
hs_c_d3497b3112,usr_03850,brian.miller2@labs.dev,Brian,Miller,United States,lead,Paid Search,free,2025-03-01,2025-04-12,Media,1-10,True
hs_c_2001b3e256,usr_03851,mason.martin47@works.io,Mason,Martin,United States,customer,Paid Search,business,2025-03-01,2025-03-18,SaaS,51-200,True
hs_c_3bfbc16c75,usr_03854,sarah.allen47@techcorp.com,Sarah,Allen,United States,customer,Paid Search,pro,2025-03-02,2025-03-22,Education,51-200,True
hs_c_e1eeb311e1,usr_03855,mia.taylor44@startup.ai,Mia,Taylor,Brazil,lead,Paid Search,free,2025-03-02,2025-04-25,Education,1-10,True
hs_c_a38c338388,usr_03858,joseph.nguyen14@ventures.co,Joseph,Nguyen,United States,lead,Organic Search,free,2025-03-03,2025-04-21,Consulting,51-200,True
hs_c_ed683b4596,usr_03859,ethan.baker4@company.io,Ethan,Baker,Sweden,lead,Paid Social,free,2025-03-03,2025-03-19,Healthcare,11-50,True
hs_c_6221d0cab3,usr_03860,mia.white70@company.io,Mia,White,United Kingdom,customer,Paid Social,pro,2025-03-03,2025-03-27,Legal,11-50,False
hs_c_a23a6be3f4,usr_03861,madison.young94@yahoo.com,Madison,Young,United States,lead,Paid Social,free,2025-03-03,2025-04-28,Consulting,1-10,True
hs_c_708c59faa3,usr_03862,kevin.young39@outlook.com,Kevin,Young,United States,customer,Paid Search,pro,2025-03-03,2025-04-19,Finance,11-50,True
hs_c_864fd8a53e,usr_03863,tyler.baker55@labs.dev,Tyler,Baker,United States,customer,Paid Social,pro,2025-03-03,2025-03-07,E-commerce,51-200,True
hs_c_d72555bc61,usr_03864,richard.smith10@outlook.com,Richard,Smith,United States,customer,Organic Search,pro,2025-03-03,2025-04-29,Media,11-50,True
hs_c_b2247847d1,usr_03866,charles.singh77@outlook.com,Charles,Singh,United States,customer,Referral,pro,2025-03-03,2025-04-27,Education,51-200,True
hs_c_4af987da29,usr_03868,emma.baker76@ventures.co,Emma,Baker,Sweden,lead,Paid Search,free,2025-03-03,2025-03-05,Legal,11-50,True
hs_c_b8e66686f8,usr_03869,natalie.johnson71@ventures.co,Natalie,Johnson,United States,customer,Referral,pro,2025-03-03,2025-03-11,Legal,1-10,True
hs_c_6e53e58f1b,usr_03871,joseph.adams98@outlook.com,Joseph,Adams,United States,customer,Referral,business,2025-03-03,2025-03-22,Healthcare,51-200,True
hs_c_2d8c8612a3,usr_03873,liam.reyes9@techcorp.com,Liam,Reyes,United States,customer,Referral,pro,2025-03-04,2025-04-27,SaaS,11-50,True
hs_c_19c3321f47,usr_03875,william.singh62@techcorp.com,William,Singh,United States,customer,Paid Social,business,2025-03-04,2025-03-10,Marketing,51-200,True
hs_c_e758930b04,usr_03877,oliver.adams43@labs.dev,Oliver,Adams,United States,lead,Paid Social,free,2025-03-04,2025-04-03,Media,51-200,True
hs_c_7cf3d3a785,usr_03879,elijah.mitchell41@gmail.com,Elijah,Mitchell,Singapore,lead,Referral,free,2025-03-04,2025-04-06,Consulting,1-10,True
hs_c_f06a1a8b2f,usr_03880,lucas.davis70@techcorp.com,Lucas,Davis,United States,lead,Direct,free,2025-03-04,2025-04-17,Education,11-50,True
hs_c_a52c7ff71d,usr_03882,abigail.miller10@ventures.co,Abigail,Miller,United States,lead,Paid Social,free,2025-03-04,2025-04-28,Media,1-10,True
hs_c_8d4bc57018,usr_03883,hannah.king13@company.io,Hannah,King,United States,lead,Referral,free,2025-03-04,2025-04-16,Education,1-10,False
hs_c_b3b3c11789,usr_03885,madison.nelson77@ventures.co,Madison,Nelson,United States,customer,Paid Search,pro,2025-03-04,2025-03-13,Finance,51-200,False
hs_c_b69b61d585,usr_03886,isabella.white10@works.io,Isabella,White,Sweden,customer,Organic Search,pro,2025-03-05,2025-05-02,Marketing,51-200,True
hs_c_572b695410,usr_03887,chloe.white83@digital.com,Chloe,White,Italy,customer,Referral,pro,2025-03-05,2025-04-05,Real Estate,51-200,True
hs_c_d424255e99,usr_03888,ethan.chen15@gmail.com,Ethan,Chen,United States,customer,Paid Search,pro,2025-03-05,2025-04-17,E-commerce,51-200,True
hs_c_293d83df6f,usr_03889,adam.smith64@ventures.co,Adam,Smith,United Kingdom,lead,Paid Search,free,2025-03-05,2025-03-09,Healthcare,1-10,False
hs_c_8c77c46219,usr_03891,linda.martin79@labs.dev,Linda,Martin,United States,lead,Referral,free,2025-03-05,2025-04-11,Legal,11-50,True
hs_c_a5260885c6,usr_03892,oliver.williams89@techcorp.com,Oliver,Williams,United States,customer,Organic Search,pro,2025-03-05,2025-04-14,Real Estate,1-10,False
hs_c_1dbaec4362,usr_03893,jessica.patel46@digital.com,Jessica,Patel,United States,customer,Paid Search,business,2025-03-05,2025-04-05,Finance,11-50,True
hs_c_5158ecd934,usr_03894,jackson.wright89@startup.ai,Jackson,Wright,Germany,lead,Organic Search,free,2025-03-05,2025-04-22,Education,1-10,False
hs_c_e725174816,usr_03895,abigail.reyes20@outlook.com,Abigail,Reyes,Singapore,lead,Referral,free,2025-03-05,2025-05-04,Media,11-50,True
hs_c_aa4a50cfe5,usr_03898,lily.jones54@labs.dev,Lily,Jones,United States,lead,Paid Search,free,2025-03-05,2025-03-17,Consulting,1-10,True
hs_c_5b1795f8f9,usr_03900,amelia.adams77@digital.com,Amelia,Adams,United States,customer,Paid Search,business,2025-03-06,2025-04-18,Finance,11-50,True
hs_c_802411d449,usr_03902,michael.king7@company.io,Michael,King,United States,customer,Referral,business,2025-03-06,2025-04-17,Real Estate,1-10,False
hs_c_4ac084b2b7,usr_03903,lily.patel85@works.io,Lily,Patel,Brazil,customer,Referral,pro,2025-03-06,2025-03-11,Healthcare,51-200,True
hs_c_f5ba2c0a24,usr_03904,ryan.nguyen47@techcorp.com,Ryan,Nguyen,United States,customer,Organic Search,pro,2025-03-06,2025-03-29,Real Estate,51-200,True
hs_c_632f040aa3,usr_03905,sophia.wilson72@gmail.com,Sophia,Wilson,United States,customer,Paid Social,pro,2025-03-06,2025-04-04,Real Estate,51-200,True
hs_c_88d09a07b6,usr_03906,nathan.thomas62@labs.dev,Nathan,Thomas,United States,customer,Paid Social,pro,2025-03-06,2025-04-26,E-commerce,11-50,True
hs_c_a50a0a5243,usr_03907,ryan.garcia66@ventures.co,Ryan,Garcia,United States,customer,Organic Search,pro,2025-03-06,2025-04-15,Marketing,1-10,True
hs_c_deb10a100a,usr_03908,tyler.white61@digital.com,Tyler,White,United States,customer,Paid Search,pro,2025-03-06,2025-03-17,E-commerce,11-50,True
hs_c_bd9797452e,usr_03910,joseph.young40@yahoo.com,Joseph,Young,United States,customer,Paid Search,business,2025-03-07,2025-04-22,Consulting,51-200,True
hs_c_001c2642b4,usr_03911,david.anderson89@outlook.com,David,Anderson,United States,customer,Organic Search,pro,2025-03-07,2025-03-21,Real Estate,51-200,True
hs_c_b4ad4d9da0,usr_03912,tyler.harris87@ventures.co,Tyler,Harris,United States,customer,Paid Search,pro,2025-03-07,2025-04-09,E-commerce,1-10,True
hs_c_b87d46ad92,usr_03913,eric.martin40@startup.ai,Eric,Martin,United States,customer,Referral,pro,2025-03-07,2025-03-10,SaaS,1-10,True
hs_c_5c182c702a,usr_03914,amelia.miller35@techcorp.com,Amelia,Miller,United States,lead,Organic Search,free,2025-03-07,2025-05-05,Consulting,11-50,True
hs_c_24e5ab3cf1,usr_03916,brian.moore1@startup.ai,Brian,Moore,United States,lead,Referral,free,2025-03-08,2025-05-03,Real Estate,11-50,True
hs_c_cac090da0c,usr_03918,robert.wright2@techcorp.com,Robert,Wright,United States,customer,Referral,pro,2025-03-08,2025-03-29,Real Estate,51-200,True
hs_c_bd7a59170e,usr_03921,chloe.wilson12@startup.ai,Chloe,Wilson,United States,lead,Paid Search,free,2025-03-08,2025-04-27,Real Estate,1-10,True
hs_c_113c19cbc1,usr_03922,jackson.thomas86@outlook.com,Jackson,Thomas,United States,lead,Paid Search,free,2025-03-08,2025-03-20,Marketing,1-10,True
hs_c_d193551452,usr_03923,hannah.jackson41@ventures.co,Hannah,Jackson,United States,customer,Paid Search,pro,2025-03-08,2025-03-15,Real Estate,11-50,True
hs_c_4d64d7e02e,usr_03924,david.kim82@gmail.com,David,Kim,Canada,customer,Paid Search,pro,2025-03-08,2025-05-04,Consulting,1-10,False
hs_c_5e45bbd25b,usr_03925,mia.baker75@ventures.co,Mia,Baker,United States,lead,Referral,free,2025-03-08,2025-05-01,Education,51-200,True
hs_c_67295ef55b,usr_03930,david.singh53@techcorp.com,David,Singh,United States,customer,Referral,business,2025-03-09,2025-04-30,E-commerce,1-10,False
hs_c_f81e80d01c,usr_03933,thomas.williams37@startup.ai,Thomas,Williams,Netherlands,lead,Paid Search,free,2025-03-09,2025-04-25,Consulting,11-50,True
hs_c_73cd88327c,usr_03934,joseph.lee80@ventures.co,Joseph,Lee,United States,customer,Direct,pro,2025-03-09,2025-03-18,Consulting,51-200,False
hs_c_11bc0fe148,usr_03935,liam.wright35@labs.dev,Liam,Wright,United States,customer,Referral,pro,2025-03-10,2025-04-03,E-commerce,11-50,False
hs_c_25aaf4cfa8,usr_03936,adam.johnson98@yahoo.com,Adam,Johnson,Australia,customer,Paid Search,pro,2025-03-10,2025-04-26,Legal,51-200,True
hs_c_02f7b5ac8f,usr_03938,james.martin55@digital.com,James,Martin,Brazil,customer,Referral,pro,2025-03-10,2025-04-21,Finance,11-50,True
hs_c_fb1dbe262c,usr_03939,liam.reyes52@labs.dev,Liam,Reyes,United States,lead,Paid Social,free,2025-03-10,2025-03-19,Healthcare,1-10,True
hs_c_35b7816c55,usr_03941,patricia.nguyen18@techcorp.com,Patricia,Nguyen,Australia,lead,Paid Search,free,2025-03-10,2025-04-15,Legal,51-200,True
hs_c_fce19e1298,usr_03943,ethan.baker58@ventures.co,Ethan,Baker,Netherlands,customer,Paid Search,pro,2025-03-11,2025-03-31,Real Estate,51-200,True
hs_c_bec816335c,usr_03944,elijah.nguyen3@labs.dev,Elijah,Nguyen,United States,customer,Paid Search,business,2025-03-11,2025-03-19,Education,51-200,True
hs_c_b71438a14d,usr_03945,michael.roberts75@ventures.co,Michael,Roberts,United States,lead,Paid Search,free,2025-03-11,2025-03-16,SaaS,1-10,True
hs_c_0ceb6bea07,usr_03946,nathan.thompson11@outlook.com,Nathan,Thompson,Brazil,customer,Organic Search,pro,2025-03-11,2025-04-06,SaaS,1-10,False
hs_c_0531931664,usr_03947,grace.chen14@labs.dev,Grace,Chen,United States,customer,Paid Search,pro,2025-03-11,2025-04-20,Healthcare,11-50,False
hs_c_405a4e2d74,usr_03948,lucas.scott94@ventures.co,Lucas,Scott,United States,customer,Paid Social,business,2025-03-11,2025-04-11,Healthcare,1-10,True
hs_c_3a5e7470a2,usr_03952,evelyn.carter3@startup.ai,Evelyn,Carter,Singapore,customer,Referral,pro,2025-03-12,2025-04-01,Finance,11-50,False
hs_c_d605574038,usr_03956,elizabeth.wright5@techcorp.com,Elizabeth,Wright,United Kingdom,lead,Referral,free,2025-03-12,2025-04-08,Consulting,11-50,True
hs_c_af49ce2e0f,usr_03957,victoria.martin55@labs.dev,Victoria,Martin,France,customer,Paid Search,pro,2025-03-12,2025-03-15,Consulting,11-50,True
hs_c_8c1b015490,usr_03958,nathan.allen81@outlook.com,Nathan,Allen,Italy,customer,Paid Social,pro,2025-03-12,2025-03-20,Education,1-10,True
hs_c_97b374c1ab,usr_03959,jackson.young72@ventures.co,Jackson,Young,Canada,customer,Referral,pro,2025-03-12,2025-04-15,SaaS,51-200,False
hs_c_609e70fb3a,usr_03960,richard.king3@company.io,Richard,King,France,customer,Paid Social,pro,2025-03-12,2025-04-19,Marketing,1-10,True
hs_c_5ec99025c9,usr_03964,noah.chen7@labs.dev,Noah,Chen,United States,lead,Paid Search,free,2025-03-13,2025-03-18,E-commerce,11-50,False
hs_c_f1611da0a3,usr_03966,karen.young34@digital.com,Karen,Young,United States,customer,Referral,pro,2025-03-13,2025-03-21,Education,51-200,True
hs_c_fd09d9e9cd,usr_03968,kevin.taylor48@company.io,Kevin,Taylor,United States,customer,Organic Search,pro,2025-03-13,2025-04-17,Media,51-200,False
hs_c_71c5a1ef1c,usr_03970,logan.allen60@startup.ai,Logan,Allen,United States,lead,Paid Social,free,2025-03-13,2025-03-22,Media,11-50,True
hs_c_9f5f304972,usr_03971,elizabeth.nelson32@ventures.co,Elizabeth,Nelson,United States,lead,Paid Search,free,2025-03-13,2025-03-17,Education,11-50,False
hs_c_829502dde6,usr_03972,aiden.king79@works.io,Aiden,King,United States,lead,Paid Social,free,2025-03-13,2025-04-14,Legal,51-200,True
hs_c_0b163a26ce,usr_03978,nathan.patel46@labs.dev,Nathan,Patel,United States,customer,Paid Social,pro,2025-03-14,2025-04-25,Marketing,11-50,True
hs_c_3955cef5b6,usr_03979,elijah.mitchell39@company.io,Elijah,Mitchell,United States,customer,Paid Search,pro,2025-03-14,2025-05-13,Marketing,1-10,True
hs_c_6e40e65674,usr_03981,patricia.williams36@digital.com,Patricia,Williams,United States,customer,Paid Search,pro,2025-03-14,2025-03-15,SaaS,11-50,True
hs_c_43094968fd,usr_03982,olivia.adams20@works.io,Olivia,Adams,United States,customer,Organic Search,pro,2025-03-14,2025-04-03,E-commerce,51-200,True
hs_c_4c8451cfd1,usr_03983,charles.thompson68@company.io,Charles,Thompson,United States,customer,Paid Search,pro,2025-03-14,2025-04-09,Healthcare,51-200,False
hs_c_650be62b05,usr_03985,victoria.wilson5@ventures.co,Victoria,Wilson,United States,lead,Direct,free,2025-03-14,2025-04-30,SaaS,1-10,False
hs_c_a26bfce76f,usr_03986,sarah.roberts95@digital.com,Sarah,Roberts,United States,customer,Paid Social,pro,2025-03-15,2025-04-06,Marketing,1-10,False
hs_c_4bc1716e61,usr_03988,robert.garcia65@digital.com,Robert,Garcia,UAE,customer,Paid Search,business,2025-03-15,2025-04-19,Real Estate,51-200,False
hs_c_a3db092146,usr_03989,eric.adams12@outlook.com,Eric,Adams,United States,customer,Paid Search,pro,2025-03-15,2025-04-03,Legal,1-10,True
hs_c_539363010c,usr_03998,adam.patel69@digital.com,Adam,Patel,United States,customer,Paid Social,business,2025-03-16,2025-05-03,Education,1-10,True
hs_c_e0573f3d71,usr_03999,aaron.taylor8@techcorp.com,Aaron,Taylor,United States,lead,Paid Social,free,2025-03-16,2025-03-30,Healthcare,1-10,True
hs_c_ecaff56da0,usr_04000,richard.garcia5@ventures.co,Richard,Garcia,Netherlands,customer,Referral,business,2025-03-16,2025-05-07,Finance,11-50,True
hs_c_20054d4e0e,usr_04001,logan.martin76@works.io,Logan,Martin,United States,customer,Paid Search,business,2025-03-16,2025-04-27,Marketing,11-50,True
hs_c_4af132a6b4,usr_04003,victoria.allen25@gmail.com,Victoria,Allen,United States,customer,Referral,pro,2025-03-16,2025-04-08,Healthcare,51-200,False
hs_c_90bb89e426,usr_04005,lucas.harris69@outlook.com,Lucas,Harris,United States,customer,Referral,pro,2025-03-16,2025-04-19,Education,11-50,True
hs_c_3bb9e98133,usr_04007,aaron.green87@works.io,Aaron,Green,United States,lead,Paid Social,free,2025-03-17,2025-04-09,E-commerce,1-10,True
hs_c_65fae99131,usr_04008,william.scott35@company.io,William,Scott,France,lead,Referral,free,2025-03-17,2025-04-16,Education,11-50,True
hs_c_462cc574f1,usr_04009,chloe.garcia80@company.io,Chloe,Garcia,United States,lead,Paid Social,free,2025-03-17,2025-03-22,Legal,51-200,False
hs_c_523f791979,usr_04011,liam.flores67@digital.com,Liam,Flores,India,lead,Organic Search,free,2025-03-17,2025-05-09,Finance,51-200,False
hs_c_f6920d0436,usr_04012,tyler.jones49@works.io,Tyler,Jones,United States,lead,Organic Search,free,2025-03-17,2025-04-20,Healthcare,11-50,True
hs_c_1ce6c14b35,usr_04018,evelyn.green98@company.io,Evelyn,Green,Brazil,customer,Paid Search,pro,2025-03-18,2025-04-07,SaaS,51-200,True
hs_c_0a6a37b3cd,usr_04020,lucas.jackson12@outlook.com,Lucas,Jackson,United States,customer,Paid Search,pro,2025-03-18,2025-03-22,Finance,51-200,True
hs_c_b7685bd9c6,usr_04022,noah.jackson42@outlook.com,Noah,Jackson,United States,customer,Paid Search,pro,2025-03-19,2025-04-20,E-commerce,1-10,False
hs_c_abd1cc0d92,usr_04023,susan.brown2@techcorp.com,Susan,Brown,United States,lead,Paid Social,free,2025-03-19,2025-05-08,Media,11-50,True
hs_c_62c53226f8,usr_04029,karen.garcia3@outlook.com,Karen,Garcia,UAE,customer,Paid Search,business,2025-03-20,2025-04-06,Education,1-10,True
hs_c_864e23cb3a,usr_04031,lily.chen86@yahoo.com,Lily,Chen,United States,lead,Paid Social,free,2025-03-20,2025-04-09,Finance,1-10,False
hs_c_a4412f8ef9,usr_04032,brandon.davis19@works.io,Brandon,Davis,United States,customer,Referral,pro,2025-03-20,2025-04-18,Education,51-200,True
hs_c_c581e277a0,usr_04034,hannah.baker19@ventures.co,Hannah,Baker,Singapore,customer,Paid Search,pro,2025-03-20,2025-04-03,SaaS,51-200,True
hs_c_f17557779a,usr_04035,richard.moore96@outlook.com,Richard,Moore,Sweden,lead,Referral,free,2025-03-20,2025-04-17,SaaS,1-10,False
hs_c_9476fcb401,usr_04036,harper.harris64@startup.ai,Harper,Harris,United States,customer,Referral,pro,2025-03-20,2025-04-08,Consulting,1-10,True
hs_c_1e10931bbc,usr_04038,patricia.roberts44@works.io,Patricia,Roberts,United States,customer,Paid Social,pro,2025-03-20,2025-05-08,Real Estate,11-50,True
hs_c_770e773c5e,usr_04039,madison.wilson72@company.io,Madison,Wilson,United States,customer,Paid Social,pro,2025-03-20,2025-05-07,Media,1-10,True
hs_c_79f460bbd8,usr_04040,william.flores38@outlook.com,William,Flores,United States,lead,Paid Search,free,2025-03-20,2025-03-28,Healthcare,1-10,True
hs_c_5269ba9eeb,usr_04042,aaron.taylor49@gmail.com,Aaron,Taylor,Netherlands,lead,Paid Search,free,2025-03-20,2025-03-25,SaaS,11-50,True
hs_c_c4d2469f29,usr_04043,aiden.johnson34@yahoo.com,Aiden,Johnson,United States,customer,Referral,business,2025-03-20,2025-04-23,SaaS,11-50,True
hs_c_8902ad4b6f,usr_04048,brandon.wilson72@works.io,Brandon,Wilson,United States,lead,Paid Search,free,2025-03-21,2025-04-22,Media,51-200,True
hs_c_7dffdfa30f,usr_04049,charlotte.singh45@ventures.co,Charlotte,Singh,Spain,customer,Organic Search,business,2025-03-21,2025-05-02,Education,51-200,True
hs_c_c83910dbba,usr_04051,patricia.nelson76@yahoo.com,Patricia,Nelson,United States,customer,Referral,pro,2025-03-21,2025-05-13,SaaS,1-10,True
hs_c_ec88a00dbd,usr_04052,grace.jackson36@gmail.com,Grace,Jackson,Netherlands,lead,Paid Social,free,2025-03-21,2025-04-09,Media,51-200,True
hs_c_2ca3205e7a,usr_04053,sarah.mitchell79@digital.com,Sarah,Mitchell,United States,lead,Referral,free,2025-03-21,2025-04-19,SaaS,1-10,False
hs_c_959e9b198a,usr_04055,grace.king22@works.io,Grace,King,United States,lead,Paid Search,free,2025-03-22,2025-05-09,Real Estate,11-50,True
hs_c_cecf45a36f,usr_04056,charles.jones34@outlook.com,Charles,Jones,UAE,customer,Organic Search,business,2025-03-22,2025-05-06,Media,51-200,True
hs_c_e6fb824d2b,usr_04057,madison.brown40@company.io,Madison,Brown,United States,customer,Paid Social,pro,2025-03-22,2025-05-19,Media,1-10,True
hs_c_a49ab33692,usr_04061,adam.chen49@startup.ai,Adam,Chen,United States,customer,Referral,business,2025-03-23,2025-04-08,Consulting,51-200,True
hs_c_f67440023d,usr_04062,david.green21@yahoo.com,David,Green,Spain,customer,Direct,pro,2025-03-23,2025-05-03,Legal,1-10,True
hs_c_83783b3f26,usr_04063,emily.wang68@outlook.com,Emily,Wang,United States,customer,Paid Social,pro,2025-03-23,2025-04-26,E-commerce,1-10,False
hs_c_35f6a29caa,usr_04065,emma.carter88@techcorp.com,Emma,Carter,Spain,lead,Referral,free,2025-03-23,2025-05-20,Education,11-50,True
hs_c_b64d8a1255,usr_04071,thomas.wang88@outlook.com,Thomas,Wang,France,customer,Paid Social,pro,2025-03-23,2025-04-13,Marketing,51-200,True
hs_c_17efc2d0d3,usr_04072,hannah.young55@yahoo.com,Hannah,Young,Netherlands,customer,Paid Search,pro,2025-03-23,2025-04-13,Media,11-50,False
